,submission_id,user_id,location_name,submission_timestamp,questions_134999_where_are_you_eating_at_the_moment,questions_135005_who_are_you_with,questions_134999_where_are_you_eating_at_the_moment,questions_135000_which_of_the_following_best_describes_where_you_got_your_food_from_today,questions_135004_what_else_if_anything_are_you_doing_while_eating_your_food_for_example_are_you_also_watching_tv_checking_social_media_cooking_etc_coded,questions_135022_who_prepared_the_food,level2dish_coded,questions_135019_what_are_the_main_reasons_that_you_chose_this_food_right_now_if_you_are_having_more_than_one_item_please_write_about_the_main_item_you_are_having_please_be_as_detailed_as_you_can_coded,questions_135020_what_other_food_if_any_did_you_consider_having_instead_coded,questions_223649_149206_210007_finally_which_best_describes_the_food_you_are_having_today
619,1587,556524808.0,South Africa,2019-04-28 06:08:47.357194,At my home,"[""My spouse/partner""]",At my home,,"[""Getting ready""]",I made it myself with some ready made ingredients,"[""Plain yoghurt (sweet)"", ""Muesli/ granola"", ""Seeds""]","[""It's my favourite""]","[""Cereals / porridge""]",Breakfast
620,1591,674692872.0,South Africa,2019-03-27 22:37:48.725194,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",I prepared it myself from scratch,"[""Savoury biscuits""]","[""Quick"", ""I wanted something sweet""]","[""Nothing""]",Snack
621,1601,1431058410.0,South Africa,2019-05-01 11:49:11.690028,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Nothing""]",It was premade / ready to eat,"[""Biscuits""]","[""It was all I had""]","[""Dairy""]",Breakfast
622,1602,596878380.0,South Africa,2019-04-27 05:21:22.545403,At my home,"[""Alone""]",At my home,,"[""Nothing""]",I prepared it myself from scratch,"[""Sandwich/ bagel""]","[""It's what I wanted""]","[""Nothing""]",Breakfast
623,1607,6179680591.0,South Africa,2019-08-23 14:15:47.332303,At my home,"[""Alone""]",At my home,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Instant noodles""]","[""Easy to prepare"", ""Convenient""]","[""Cereals / porridge""]",Dinner
624,1609,7400266546.0,South Africa,2019-07-21 21:05:28.743513,On the go / outdoors,"[""Friends""]",On the go / outdoors,,"[""Watching TV""]",I prepared it together with friends / family,"[""Egg-based dish""]","[""I like the taste""]","[""Nothing""]",Breakfast
625,1612,5553510144.0,South Africa,2019-06-08 15:21:45.669647,At my home,"[""Other family members""]",At my home,,"[""Spending time with family""]",Someone else prepared it,"[""Chicken""]","[""Easy to prepare"", ""It's a healthy choice""]","[""Nothing""]",Dinner
626,1614,5894571090.0,South Africa,2019-05-24 18:59:31.791455,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Egg-based dish""]","[""Other""]","[""Nothing""]",Dinner
627,1615,7928341096.0,South Africa,2019-08-23 16:47:42.031765,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Plain pasta""]","[""I like the taste"", ""It's light / not filling"", ""Easy to prepare""]","[""Rice / pasta / grains / pulses""]",Treat
628,1616,3676682436.0,South Africa,2019-04-29 14:11:59.312030,At my home,"[""Alone""]",At my home,,"[""Nothing""]",Someone else prepared it,"[""Dumplings"", ""Chutney""]","[""It's my favourite""]","[""Nothing""]",Snack
629,1617,4010614472.0,South Africa,2019-07-19 10:50:46.821475,At my home,"[""My spouse/partner""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Nothing""]",It was premade / ready to eat,"[""Crackers/ wafers""]","[""It's my habit / routine""]","[""Nothing""]",Breakfast
630,1624,4996938094.0,South Africa,2019-06-25 15:13:44.321977,At my home,"[""Alone""]",At my home,,"[""Relaxing / laying down""]",Someone else prepared it,"[""Tropical and exotic fruit""]","[""I was hungry""]","[""Meat""]",Treat
631,1627,27515921160.0,South Africa,2019-02-25 10:25:12.271346,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Bread/ roll/ baguette""]","[""It's my favourite""]","[""Juice / juice drinks""]",Lunch
632,1629,25259617068.0,South Africa,2019-02-19 02:58:00.113608,At school / work,"[""Alone""]",At school / work,I had it at home / brought it from home,"[""Nothing"", ""Talking to someone""]",Someone else prepared it,"[""Rice with vegetables"", ""Chutney""]","[""I was hungry""]","[""Breads"", ""Curry / stew / soup""]",Breakfast
633,1637,727384805.0,South Africa,2019-08-14 10:53:51.850407,At my home,"[""Alone""]",At my home,,"[""On my phone""]",I prepared it myself from scratch,"[""Tropical and exotic fruit""]","[""I like the taste"", ""It's a healthy choice""]","[""Nothing""]",Breakfast
634,1638,3790103362.0,South Africa,2019-04-04 19:32:10.057907,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Playing with pets"", ""Relaxing / laying down""]",It was premade / ready to eat,"[""Crackers/ wafers""]","[""I wanted something sweet""]","[""Eggs""]",Snack
635,1640,642098621.0,South Africa,2019-04-27 18:54:06.904303,At my home,"[""My spouse/partner"", ""My children""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""Other""]","[""Nothing""]",Treat
636,1642,1508428284.0,South Africa,2019-05-17 06:38:01.439864,At my home,"[""Alone""]",At my home,,"[""Listening to radio""]",I prepared it myself from scratch,"[""Sandwich/ bagel"", ""Chutney""]","[""It was all I had""]","[""Cereals / porridge""]",Breakfast
637,1644,7431519264.0,South Africa,2019-07-25 13:16:55.332040,At my home,"[""Alone""]",At my home,,"[""Browsing social media"", ""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Croissants/ sweet pastry""]","[""I had a craving""]","[""Sweet pastry / baked goods""]",Breakfast
638,1647,8387592914.0,South Africa,2019-08-24 04:37:10.962033,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""It's my habit / routine""]","[""Biscuits / cookies""]",Breakfast
639,1652,809152266.0,South Africa,2019-02-05 14:05:18.806779,At someone else's home,"[""Alone""]",At someone else's home,I had it at home / brought it from home,"[""Nothing""]",It was premade / ready to eat,"[""Jam"", ""Honey / syrup"", ""Olives""]","[""Quick"", ""Convenient""]","[""Nothing""]",Breakfast
640,1654,3102081150.0,South Africa,2019-02-08 18:55:07.619962,At my home,"[""Friends""]",At my home,I had it at home / brought it from home,"[""Watching TV"", ""Browsing social media""]",Someone else prepared it,"[""Biscuits""]","[""I was hungry""]","[""Coffee"", ""Confectionery""]",Treat
641,1655,1258000284.0,South Africa,2019-04-04 18:04:06.144635,At my home,"[""Alone""]",At my home,Other,"[""Listening to music""]",,"[""Sandwich/ bagel""]","[""I was hungry""]","[""Nothing""]",Snack
642,1657,2701590050.0,South Africa,2019-03-27 15:29:56.889467,At my home,"[""Other family members""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Chicken"", ""Plain rice""]","[""It's a healthy choice"", ""I like the taste""]","[""Nothing""]",Dinner
643,1658,2329627106829.0,South Africa,2019-07-25 12:06:18.728300,Cafe / restaurant / bar / hotel,"[""Friends""]",Cafe / restaurant / bar / hotel,,"[""Watching TV""]",Someone else prepared it,"[""Bread/ roll/ baguette"", ""Vegetable curry"", ""Condiment/ sauce""]","[""I like the taste"", ""Energy boost""]","[""Curry / stew / soup"", ""Dairy"", ""Vegetables""]",Dinner
644,1661,1403617548.0,South Africa,2019-02-04 03:05:48.574871,At my home,"[""My children""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Pork"", ""Pork"", ""Beans"", ""Mashed potatoes/ sweet potatoes""]","[""It's what I wanted""]","[""Nothing""]",Dinner
645,1662,5959344356.0,South Africa,2019-05-18 14:18:37.466094,At my home,"[""Alone""]",At my home,,"[""Cooking""]",I prepared it myself from scratch,"[""Vegetable soup""]","[""It's a healthy choice""]","[""Rice / pasta / grains / pulses"", ""Dairy""]",Dinner
646,1663,3990149632.0,South Africa,2019-06-01 14:31:56.394166,At my home,"[""My children""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Plain rice"", ""Chicken""]","[""Kids/ family like it""]","[""Nothing""]",Dinner
647,1664,2679070932.0,South Africa,2019-01-24 18:43:03.391371,At my home,"[""My spouse/partner""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Stuffed vegetables""]","[""I like the taste"", ""It's a healthy choice""]","[""Pizza"", ""Meat""]",Dinner
648,1668,4895371006.0,South Africa,2019-06-13 20:07:18.705194,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Crackers/ wafers""]","[""I was hungry""]","[""Nothing""]",Snack
649,1672,109120.0,South Africa,2019-03-31 06:17:47.847739,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Playing games""]",I prepared it myself from scratch,"[""Porridge/ oatmeal""]","[""It's light / not filling""]","[""Nothing""]",Breakfast
650,1676,2692497213.0,South Africa,2019-02-05 17:43:52.708631,At my home,"[""My spouse/partner""]",At my home,Kiosk / Stall,"[""Nothing""]",,"[""Plain nuts""]","[""It's refreshing""]","[""Nothing""]",Snack
651,1687,5247795356.0,South Africa,2019-05-04 10:36:43.398520,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Beef"", ""Mixed salad""]","[""It's what I wanted""]","[""Nothing""]",Lunch
652,1688,377764560.0,South Africa,2019-05-28 16:21:21.403180,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits"", ""Candy""]","[""I wanted a snack""]",Other dishes,Snack
653,1690,6599467413.0,South Africa,2019-06-26 14:59:33.797935,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Relaxing / laying down""]",It was premade / ready to eat,"[""Potato crisps""]","[""Quick"", ""I wanted a snack""]","[""Nothing""]",Snack
654,1691,1265012982.0,South Africa,2019-03-27 23:33:49.131566,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Reading""]",I prepared it myself from scratch,"[""Sandwich/ bagel""]","[""Preferred choice unavailable""]","[""Nothing""]",Dinner
655,1693,1107693720.0,South Africa,2019-07-17 15:36:57.913819,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Talking to someone"", ""Spending time with family""]",It was premade / ready to eat,"[""Chocolate cereal/ muesli bar""]","[""Quick"", ""It's a healthy choice""]","[""Nothing""]",Snack
656,1696,540370600.0,South Africa,2019-02-04 18:04:13.145956,At my home,"[""Other family members""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Mashed potatoes/ sweet potatoes"", ""Beans"", ""White fish""]","[""I was hungry""]","[""Curry / stew / soup""]",Dinner
657,1697,5171843145.0,South Africa,2019-05-28 14:41:34.514218,At my home,"[""My spouse/partner""]",At my home,Kiosk / Stall,"[""Watching TV""]",It was premade / ready to eat,"[""Other vegetable dish""]","[""It's a healthy choice""]","[""Nothing""]",Snack
658,1700,3568198464.0,South Africa,2019-03-27 16:57:47.570105,At my home,"[""Alone""]",At my home,Kiosk / Stall,"[""Listening to music""]",,"[""Tropical and exotic fruit""]","[""I was hungry""]","[""Nothing""]",Snack
659,1701,194466.0,South Africa,2019-08-14 10:43:43.695265,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Fruit flavoured yoghurt""]","[""Quick""]","[""Breads""]",Breakfast
660,1710,440034984.0,South Africa,2019-04-29 17:07:34.023730,At my home,"[""Alone""]",At my home,,"[""Relaxing / laying down"", ""Watching TV""]",Leftovers,"[""Burger""]","[""I wanted to try something new""]","[""Nothing""]",Lunch
661,1713,4683002952.0,South Africa,2019-05-28 20:52:53.906398,At my home,"[""Other family members""]",At my home,,"[""Watching TV""]",I prepared it together with friends / family,"[""Chicken""]","[""I was hungry""]","[""Savoury snacks""]",Dinner
662,1714,3664438797.0,South Africa,2019-04-30 11:19:27.041582,At my home,"[""Alone""]",At my home,Deli / Sandwich Store / Bakery,"[""Listening to music""]",It was premade / ready to eat,"[""Bread/ roll/ baguette""]","[""It's my habit / routine""]","[""Nothing""]",Breakfast
663,1715,4759330646.0,South Africa,2019-07-09 18:00:32.346577,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Other vegetable dish""]","[""Quick"", ""I like the taste""]","[""Nothing""]",Dinner
664,1717,3149827695.0,South Africa,2019-02-27 18:26:51.958835,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Candy""]","[""I like the taste""]","[""Nothing""]",Snack
665,1718,2959918698.0,South Africa,2019-03-29 10:22:55.698202,Cafe / restaurant / bar / hotel,"[""Friends""]",Cafe / restaurant / bar / hotel,,"[""Talking to someone""]",,"[""Other meat"", ""Salad vegetables"", ""Green salad "", ""Green salad "", ""Bread/ roll/ baguette""]","[""Other""]","[""Other Dishes""]",Lunch
666,1719,6902437410.0,South Africa,2019-07-16 14:07:45.044681,At my home,"[""My spouse/partner""]",At my home,,"[""Getting ready"", ""Cooking""]",I made it myself with some ready made ingredients,"[""Savoury pie"", ""Potato crisps"", ""Peas and beans""]","[""I was hungry"", ""I was hungry""]","[""Nothing""]",Dinner
667,1724,3767205144.0,South Africa,2019-02-14 18:24:44.186217,At someone else's home,"[""My spouse/partner"", ""My children"", ""Other family members""]",At someone else's home,I had it at home / brought it from home,"[""Browsing social media""]",Someone else prepared it,"[""Tropical and exotic fruit""]","[""I like the taste""]","[""Breads""]",Lunch
668,1728,3318737694.0,South Africa,2019-04-09 01:59:18.415261,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",It was premade / ready to eat,"[""Cereal""]","[""I like the taste"", ""It's a healthy choice""]","[""Nothing""]",Snack
669,1729,7431554624.0,South Africa,2019-07-17 03:01:49.862131,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Nothing""]",It was premade / ready to eat,"[""Bread/ roll/ baguette""]","[""Easy to prepare"", ""Cheap""]","[""Pizza"", ""Carbonated soft drink""]",Breakfast
670,1731,0.0,South Africa,2019-05-01 17:16:39.943631,At my home,"[""My spouse/partner"", ""My children""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Mixed salad"", ""Tropical and exotic fruit"", ""Beans""]","[""I wanted to treat myself""]","[""Rice / pasta / grains / pulses""]",Lunch
671,1732,4706949696.0,South Africa,2019-05-29 09:59:30.615900,At my home,"[""My spouse/partner"", ""My children""]",At my home,,"[""Watching TV"", ""Cooking"", ""Browsing social media""]",I prepared it myself from scratch,"[""Cake"", ""Bread/ roll/ baguette""]","[""I like the taste"", ""It's a healthy choice""]","[""Water""]",Lunch
672,1736,2831120068.0,South Africa,2019-04-26 11:31:58.851038,At my home,"[""Alone""]",At my home,,"[""Watching TV"", ""Browsing social media""]",I prepared it myself from scratch,"[""Hard cheese"", ""Sweet spread"", ""Bread/ roll/ baguette""]","[""I was hungry"", ""It's my habit / routine""]","[""Nothing""]",Breakfast
673,1737,27530162100.0,South Africa,2019-02-23 15:46:02.128363,At my home,"[""Alone""]",At my home,Kiosk / Stall,"[""Nothing"", ""Talking to someone""]",,"[""Bread/ roll/ baguette"", ""Vegetable curry"", ""Green salad ""]","[""I was hungry""]","[""Breads"", ""Curry / stew / soup"", ""Rice / pasta / grains / pulses""]",Dinner
674,1741,6739417242.0,South Africa,2019-07-11 21:24:51.391841,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV"", ""Browsing social media""]",It was premade / ready to eat,"[""Cake""]","[""I like the taste""]","[""Nothing""]",Treat
675,1743,7579893828.0,South Africa,2019-08-02 09:19:31.585153,At school / work,"[""Alone""]",At school / work,Work / school cafeteria,"[""Browsing social media""]",It was premade / ready to eat,"[""Tropical and exotic fruit""]","[""I was hungry"", ""Quick"", ""I like the taste""]","[""Meat"", ""Meat""]",Snack
676,1746,4564481950.0,South Africa,2019-07-17 12:20:14.656028,At my home,"[""My children""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Plain noodles""]","[""Leftovers / to eat it up before it spoils""]","[""Rice / pasta / grains / pulses""]",Lunch
677,1747,3357785058.0,South Africa,2019-02-01 14:14:58.469522,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Listening to music""]",I prepared it myself from scratch,"[""Croissants/ sweet pastry""]","[""I was hungry""]","[""Breads""]",Snack
678,1757,7102928251.0,South Africa,2019-08-25 10:25:50.812220,At my home,"[""Alone""]",At my home,,"[""Listening to music""]",I ordered take out from a restaurant / cafe,"[""Plain rice"", ""Pork""]","[""Convenient"", ""I like the taste""]","[""Rice / pasta / grains / pulses""]",Dinner
679,1760,4246513380.0,South Africa,2019-04-29 11:42:48.377217,At my home,"[""Alone""]",At my home,,"[""Nothing""]",I prepared it myself from scratch,"[""Marrow and aubergine""]","[""It's light / not filling""]","[""Dairy"", ""Breads""]",Lunch
680,1761,3376773290.0,South Africa,2019-02-04 16:02:57.790907,At my home,"[""Friends""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",Someone else prepared it,"[""Vegetable curry"", ""Bread/ roll/ baguette""]","[""It's a healthy choice""]","[""Breads"", ""Vegetables""]",Dinner
681,1762,5284421568.0,South Africa,2019-06-05 17:22:52.114636,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Other potatoes/ sweet potatoes""]","[""I like the taste""]","[""Sandwich / bagel / wrap""]",Lunch
682,1764,20718740.0,South Africa,2019-02-02 18:55:57.885416,At my home,"[""My spouse/partner"", ""My children""]",At my home,I had it at home / brought it from home,"[""Spending time with family""]",I made it myself with some ready made ingredients,"[""Chicken"", ""Plain rice"", ""Bread/ roll/ baguette""]","[""Kids/ family like it""]","[""Nothing""]",Dinner
683,1765,6204196350.0,South Africa,2019-06-25 16:04:43.201504,At my home,"[""Alone""]",At my home,,"[""Relaxing / laying down""]",Someone else prepared it,"[""Beans"", ""Other meat""]","[""I had a craving""]","[""Nothing""]",Lunch
684,1766,921119922.0,South Africa,2019-02-05 12:45:48.032616,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""I had a craving"", ""I wanted a snack""]","[""Nothing""]",Snack
685,1767,6044447526.0,South Africa,2019-06-18 10:53:11.623270,At my home,"[""Other family members""]",At my home,,"[""Relaxing / laying down""]",I prepared it myself from scratch,"[""Crackers/ wafers""]","[""It's my favourite""]","[""Confectionery""]",Snack
686,1771,1385433546.0,South Africa,2019-01-31 15:08:51.752161,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Savoury snacks""]","[""I was hungry""]","[""Hot tea"", ""Water"", ""Carbonated soft drink""]",Snack
687,1773,7355971800.0,South Africa,2019-08-23 15:52:00.135096,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Porridge/ oatmeal""]","[""It's a healthy choice""]","[""Nothing""]",Dinner
688,1775,1288031297.0,South Africa,2019-02-10 20:03:25.442468,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Relaxing / laying down""]",It was premade / ready to eat,"[""Chocolate sweets/ snacks""]","[""It looked good""]","[""Nothing""]",Snack
689,1776,18125504.0,South Africa,2019-06-08 14:29:43.321450,At my home,"[""Alone""]",At my home,,"[""On my phone""]",Someone else prepared it,"[""Other vegetable dish"", ""Egg-based dish""]","[""Someone prepared it for me""]","[""Meat""]",Dinner
690,1784,1202453700.0,South Africa,2019-01-15 21:27:46.564484,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""I like the taste"", ""It's my habit / routine""]","[""Nothing""]",Snack
691,1786,7305454856.0,South Africa,2019-07-12 18:07:07.925292,At my home,"[""My spouse/partner"", ""My children""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Pasta with meat""]","[""It's a healthy choice""]","[""Water""]",Dinner
692,1792,3579869736.0,South Africa,2019-03-27 17:18:56.603044,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Chocolate cereal/ muesli bar""]","[""Quick""]","[""Nothing""]",Treat
693,1796,4559126976.0,South Africa,2019-05-11 17:18:54.436030,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Citrus fruit""]","[""It's what I wanted""]","[""Fruit""]",Breakfast
694,1798,6088565736.0,South Africa,2019-05-28 23:33:37.720813,At my home,"[""Other family members""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Plain yoghurt (sweet)""]","[""It's what I wanted""]","[""Nothing""]",Dinner
695,1801,7944564634.0,South Africa,2019-08-02 04:00:55.001961,At my home,"[""Alone""]",At my home,Kiosk / Stall,"[""Watching TV""]",It was premade / ready to eat,"[""Plain rice""]","[""I was hungry""]","[""Nothing""]",Lunch
696,1802,2175835499.0,South Africa,2019-01-31 11:05:48.276880,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Reading""]",It was premade / ready to eat,"[""Crackers/ wafers""]","[""Personal dietary requirement""]","[""Savoury pastry / pie""]",Breakfast
697,1803,6961035860.0,South Africa,2019-08-24 04:07:22.914845,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",I prepared it myself using a meal starter,"[""Potato crisps"", ""Cake""]","[""I was hungry""]","[""Nothing""]",Other
698,1804,533832.0,South Africa,2019-03-28 14:22:18.293455,At school / work,"[""Alone""]",At school / work,Supermarket / Hypermarket / Grocery Store ,"[""Working / studying"", ""Nothing""]",It was premade / ready to eat,"[""Lentil/ quinoa crisps ""]","[""It's a healthy choice""]","[""Nothing""]",Snack
699,1808,6500110386.0,South Africa,2019-07-02 20:01:51.646968,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Chocolate cereal/ muesli bar""]","[""It's a healthy choice"", ""I like the taste""]","[""Sweet pastry / baked goods""]",Treat
700,1809,1277288544.0,South Africa,2019-05-30 21:04:12.987044,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Savoury snacks""]","[""It's what I wanted"", ""I wanted a snack""]","[""Nothing""]",Snack
701,1816,5108028318.0,South Africa,2019-08-23 14:09:33.607313,At my home,"[""Alone""]",At my home,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Pork""]","[""I like the taste""]","[""Savoury snacks""]",Snack
702,1817,47980.0,South Africa,2019-02-05 00:55:54.233198,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Citrus fruit""]","[""I like the taste"", ""It's light / not filling"", ""It's refreshing""]","[""Nothing""]",Snack
703,1821,788145336.0,South Africa,2019-01-24 20:26:51.732175,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Toast""]","[""It's a healthy choice"", ""I wanted a snack"", ""I like the taste""]","[""Breads""]",Snack
704,1823,826838490.0,South Africa,2019-01-16 11:46:20.460996,At my home,"[""My spouse/partner""]",At my home,Cafe / restaurant,"[""Watching TV""]",,"[""Porridge/ oatmeal""]","[""It was all I had""]","[""Carbonated soft drink""]",Snack
705,1826,5225528280.0,South Africa,2019-07-19 07:09:49.372725,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Plain rice"", ""Seafood""]","[""I had a craving""]","[""Rice / pasta / grains / pulses""]",Lunch
706,1828,2726230104.0,South Africa,2019-05-03 00:09:43.686588,At my home,"[""Alone""]",At my home,,"[""Nothing""]",I prepared it myself from scratch,"[""Pasta with sauce""]","[""I was hungry""]","[""Vegetables""]",Dinner
707,1830,38202255.0,South Africa,2019-05-28 09:09:37.693655,At my home,"[""Alone""]",At my home,,"[""Household chores""]",I prepared it myself from scratch,"[""Apples and pears"", ""Apples and pears"", ""Citrus fruit""]","[""It's a healthy choice""]","[""Dairy"", ""Breads""]",Snack
708,1834,7199270544.0,South Africa,2019-08-22 08:36:02.078333,At my home,"[""Alone""]",At my home,,"[""Watching TV"", ""Browsing social media""]",I prepared it myself from scratch,"[""Stuffed vegetables""]","[""I like the taste"", ""It was all I had""]","[""Nothing""]",Lunch
709,1835,0.0,South Africa,2019-03-25 17:06:35.412271,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Cooking""]",It was premade / ready to eat,"[""Peas and beans"", ""Salad vegetables""]","[""Easy to prepare"", ""It's a healthy choice"", ""I wanted a snack""]","[""Nothing""]",Snack
710,1840,821080172.0,South Africa,2019-06-05 09:56:01.327245,At school / work,"[""Alone""]",At school / work,,"[""Browsing the internet"", ""Listening to music""]",I ordered take out from a restaurant / cafe,"[""Bread/ roll/ baguette""]","[""To relax""]","[""Savoury pastry / pie""]",Snack
711,1841,0.0,South Africa,2019-02-04 17:04:32.944401,At my home,"[""My spouse/partner"", ""My children""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Chocolate sweets/ snacks""]","[""I wanted a snack""]","[""Nothing""]",Treat
712,1844,5927219182.0,South Africa,2019-07-02 17:07:55.910782,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Bread/ roll/ baguette""]","[""Quick""]","[""Nothing""]",Snack
713,1848,3012800115.0,South Africa,2019-07-25 00:31:48.211374,At someone else's home,"[""Alone""]",At someone else's home,,"[""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Biscuits""]","[""It was all I had""]","[""Nothing""]",Snack
714,1850,3413575355.0,South Africa,2019-01-31 23:47:19.308781,Other,"[""Alone""]",Other,Supermarket / Hypermarket / Grocery Store ,"[""Reading""]",It was premade / ready to eat,"[""Plain yoghurt (sweet)""]","[""It's light / not filling""]","[""Nothing""]",Snack
715,1853,1312628793.0,South Africa,2019-08-27 10:55:46.618395,At my home,"[""Alone""]",At my home,Deli / Sandwich Store / Bakery,"[""On my phone""]",It was premade / ready to eat,"[""Bread/ roll/ baguette"", ""Apples and pears""]","[""It's light / not filling""]","[""Water""]",Breakfast
716,1855,3837727472.0,South Africa,2019-02-21 11:22:16.194972,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",I prepared it myself using a meal starter,"[""Crackers/ wafers""]","[""It's my habit / routine"", ""Easy to prepare""]","[""Coffee""]",Breakfast
717,1856,5502124892.0,South Africa,2019-06-04 14:25:49.642624,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Citrus fruit""]","[""It's a healthy choice""]","[""Nothing""]",Treat
718,1860,3333510264.0,South Africa,2019-01-16 23:45:38.174098,At my home,"[""Alone""]",At my home,Cafe / restaurant,"[""Watching TV""]",,"[""Sandwich/ bagel"", ""Soft cheese/ cheese spread""]","[""It's light / not filling""]","[""Other dishes"", ""Savoury snacks""]",Snack
719,1862,3654563309.0,South Africa,2019-04-07 12:32:32.191089,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Plain yoghurt (sweet)"", ""Toast"", ""Hard cheese""]","[""It's my habit / routine""]","[""Nothing""]",Breakfast
