,submission_id,user_id,location_name,submission_timestamp,questions_134999_where_are_you_eating_at_the_moment,questions_135005_who_are_you_with,questions_134999_where_are_you_eating_at_the_moment,questions_135000_which_of_the_following_best_describes_where_you_got_your_food_from_today,questions_135004_what_else_if_anything_are_you_doing_while_eating_your_food_for_example_are_you_also_watching_tv_checking_social_media_cooking_etc_coded,questions_135022_who_prepared_the_food,level2dish_coded,questions_135019_what_are_the_main_reasons_that_you_chose_this_food_right_now_if_you_are_having_more_than_one_item_please_write_about_the_main_item_you_are_having_please_be_as_detailed_as_you_can_coded,questions_135020_what_other_food_if_any_did_you_consider_having_instead_coded,questions_223649_149206_210007_finally_which_best_describes_the_food_you_are_having_today
88,245,3299605806.0,South Africa,2019-08-23 09:40:12.068865,At someone else's home,"[""My spouse/partner""]",At someone else's home,Supermarket / Hypermarket / Grocery Store ,"[""Talking to someone""]",It was premade / ready to eat,"[""Soft desserts""]","[""I had a craving""]","[""Dairy""]",Snack
89,248,6037937474.0,South Africa,2019-05-27 07:58:37.182668,At my home,"[""My children""]",At my home,,"[""Browsing social media""]",I prepared it together with friends / family,"[""Plain rice"", ""Vegetable curry"", ""Other potatoes/ sweet potatoes""]","[""It's a healthy choice""]","[""Carbonated soft drink""]",Lunch
90,249,1382112000.0,South Africa,2019-07-09 19:04:25.248970,At school / work,"[""Alone""]",At school / work,,"[""Nothing""]",I ordered take out from a restaurant / cafe,"[""Protein bar""]","[""Convenient"", ""It's a healthy choice""]","[""Nothing""]",Snack
91,254,2855551650.0,South Africa,2019-04-03 20:44:36.888001,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Relaxing / laying down""]",It was premade / ready to eat,"[""Fruit flavoured yoghurt""]","[""It's light / not filling"", ""I like the taste""]","[""Nothing""]",Snack
92,255,3729188155.0,South Africa,2019-02-28 14:44:27.302368,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Working / studying""]",I prepared it myself from scratch,"[""Sandwich/ bagel""]","[""I was hungry""]","[""Nothing""]",Breakfast
93,256,2940815050.0,South Africa,2019-02-09 12:06:42.640200,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing the internet""]",It was premade / ready to eat,"[""Biscuits with filling""]","[""It's what I wanted""]","[""Nothing""]",Treat
94,258,632454444.0,South Africa,2019-02-21 07:02:20.987235,At school / work,"[""Alone""]",At school / work,Supermarket / Hypermarket / Grocery Store ,"[""Checking emails""]",It was premade / ready to eat,"[""Hard cheese""]","[""I was hungry"", ""I like the taste""]","[""Nothing""]",Breakfast
95,259,1556726119.0,South Africa,2019-01-29 20:23:06.341963,At my home,"[""My spouse/partner""]",At my home,Other,"[""Watching TV""]",I prepared it myself from scratch,"[""Egg-based dish"", ""Green salad "", ""Hard cheese"", ""Bread/ roll/ baguette""]","[""Easy to prepare""]","[""Nothing""]",Dinner
96,264,1484030416.0,South Africa,2019-05-28 16:52:55.347351,At my home,"[""My spouse/partner""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Potato crisps""]","[""I wanted a snack""]","[""Potatoes""]",Snack
97,265,4016462262.0,South Africa,2019-06-01 11:19:36.894159,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it together with friends / family,"[""Mixed salad""]","[""I like the taste""]","[""Vegetables""]",Dinner
98,266,2090252604.0,South Africa,2019-03-30 14:25:18.051182,At my home,"[""My spouse/partner"", ""My children""]",At my home,I had it at home / brought it from home,"[""Browsing social media""]",Someone else prepared it,"[""Mixed salad"", ""Savoury pastry""]","[""I wanted a snack""]","[""Nothing""]",Snack
99,268,3433155914.0,South Africa,2019-05-01 23:28:25.761872,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV"", ""Browsing social media""]",I ordered take out from a restaurant / cafe,"[""Cheese pizza""]","[""It's what I wanted""]","[""Juice / juice drinks""]",Dinner
100,270,7758580896.0,South Africa,2019-08-24 01:38:25.493626,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Meat noodles""]","[""It's refreshing"", ""I like the taste"", ""Convenient""]","[""Fish / seafood""]",Breakfast
101,273,2970935.0,South Africa,2019-02-05 07:08:12.523939,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Soft cheese/ cheese spread""]","[""I like the taste"", ""It's my habit / routine""]","[""Nothing""]",Breakfast
102,274,5772672576.0,South Africa,2019-05-22 16:07:56.641443,At my home,"[""My spouse/partner""]",At my home,Kiosk / Stall,"[""Watching TV""]",It was premade / ready to eat,"[""Berries / cherries / grapes""]","[""I wanted something sweet""]","[""Fruit""]",Snack
103,277,6730054190.0,South Africa,2019-08-24 05:41:42.809900,At my home,"[""Alone""]",At my home,,"[""Browsing the internet""]",I prepared it myself from scratch,"[""Beef""]","[""I like the taste""]","[""Fish / seafood""]",Lunch
104,279,1038115064.0,South Africa,2019-05-01 11:23:00.732061,At my home,"[""My spouse/partner"", ""My children""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Relaxing / laying down""]",It was premade / ready to eat,"[""Potato crisps""]","[""I was hungry""]","[""Nothing""]",Snack
105,280,3369891422.0,South Africa,2019-01-30 17:35:19.487147,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Browsing the internet"", ""Hobbies (e.g. knitting, crocheting, painting, writing)""]",I prepared it myself from scratch,"[""Rice with vegetables"", ""Plain rice""]","[""Leftovers / to eat it up before it spoils""]","[""Nothing""]",Lunch
106,281,5517188365.0,South Africa,2019-05-09 16:04:52.437509,At my home,"[""Alone""]",At my home,,"[""Nothing""]",I prepared it myself from scratch,"[""Sweet spread""]","[""I like the taste""]","[""Nothing""]",Dinner
107,282,1893260824.0,South Africa,2019-01-31 14:01:52.369699,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Egg-based dish"", ""Plain rice""]","[""Convenient""]","[""Nothing""]",Lunch
108,283,1211489205.0,South Africa,2019-02-05 08:57:44.636453,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Spending time with family""]",I prepared it myself using a meal starter,"[""Soft cheese/ cheese spread"", ""Crackers/ wafers"", ""Soft cheese/ cheese spread""]","[""Convenient""]","[""Coffee""]",Breakfast
109,287,3604868671.0,South Africa,2019-05-02 15:15:21.420486,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Other""]",It was premade / ready to eat,"[""Chocolate bar""]","[""It was all I had"", ""I wanted something sweet""]","[""Nothing""]",Treat
110,291,1886836.0,South Africa,2019-05-27 15:00:32.865741,At my home,"[""My spouse/partner""]",At my home,,"[""Nothing""]",I made it myself with some ready made ingredients,"[""Seafood"", ""Potato crisps"", ""Green salad "", ""Peas and beans""]","[""Quick"", ""Easy to prepare""]","[""Nothing""]",Lunch
111,293,3314080176.0,South Africa,2019-02-04 18:00:44.760483,At my home,"[""Alone""]",At my home,Kiosk / Stall,"[""Browsing social media""]",,"[""Crisps""]","[""I wanted a snack""]","[""Savoury snacks""]",Snack
112,297,3396200440.0,South Africa,2019-02-07 16:08:29.655405,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Chocolate sweets/ snacks""]","[""I had a craving"", ""Energy boost""]","[""Nothing""]",Treat
113,300,3261137302.0,South Africa,2019-03-27 13:35:29.119097,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Listening to radio""]",I prepared it myself from scratch,"[""Toast"", ""Chutney""]","[""It's what I wanted""]","[""Breads""]",Lunch
114,307,6307827670.0,South Africa,2019-06-09 07:45:54.126806,At my home,"[""Other family members""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Tofu""]","[""Preferred choice unavailable""]","[""Meat""]",Lunch
115,310,6182883000.0,South Africa,2019-05-30 09:03:25.435408,At my home,"[""Other family members""]",At my home,,"[""Watching TV"", ""Browsing social media""]",I prepared it myself from scratch,"[""Plain yoghurt (sweet)"", ""Cured meats"", ""Sweet crepes/ pancakes""]","[""Quick""]","[""Coffee"", ""Carbonated soft drink""]",Dinner
116,314,1310943472.0,South Africa,2019-01-24 17:42:15.615841,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV"", ""Browsing social media""]",It was premade / ready to eat,"[""Savoury biscuits""]","[""I was hungry""]","[""Nothing""]",Snack
117,315,1056569895.0,South Africa,2019-06-01 11:21:18.981874,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Plain rice"", ""Chicken"", ""Chicken""]","[""I was hungry""]","[""Nothing""]",Dinner
118,316,8426828885.0,South Africa,2019-08-25 04:00:08.825338,Other,"[""Alone""]",Other,Other,"[""Watching TV""]",It was premade / ready to eat,"[""Noodles""]","[""Preferred choice unavailable""]","[""Other dishes""]",Breakfast
119,317,1430728290.0,South Africa,2019-02-01 08:24:46.659729,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",Someone else prepared it,"[""Bread/ roll/ baguette"", ""Vegetable curry"", ""Savoury snacks""]","[""I was hungry""]","[""Breads""]",Lunch
120,319,2775914890.0,South Africa,2019-02-15 11:53:46.179943,At my home,"[""My spouse/partner""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Cake"", ""Chocolate sweets/ snacks""]","[""Other""]","[""Hot tea""]",Snack
121,322,502891118.0,South Africa,2019-02-02 15:29:12.444896,At my home,"[""My spouse/partner""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",Someone else prepared it,"[""Plain rice"", ""Green salad "", ""Chicken""]","[""It's my habit / routine""]","[""Nothing""]",Lunch
122,328,7103285075.0,South Africa,2019-07-28 14:11:06.777289,At my home,"[""My spouse/partner""]",At my home,,"[""Playing games"", ""Watching TV""]",I prepared it together with friends / family,"[""Seafood"", ""Noodles""]","[""I like the taste""]","[""Nothing""]",Dinner
123,331,2851590455.0,South Africa,2019-04-29 10:38:31.088403,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""I wanted to treat myself""]","[""Nothing""]",Lunch
124,332,6791361840.0,South Africa,2019-07-19 01:53:12.545101,At my home,"[""Alone""]",At my home,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Plain rice"", ""White fish"", ""Meat alternative"", ""Chicken""]","[""Easy to prepare""]","[""Nothing""]",Breakfast
125,334,1515438925.0,South Africa,2019-05-01 17:00:29.958623,At my home,"[""Alone""]",At my home,Deli / Sandwich Store / Bakery,"[""Nothing""]",It was premade / ready to eat,"[""Croissants/ sweet pastry""]","[""Other""]","[""Nothing""]",Snack
126,339,6475765942.0,South Africa,2019-08-25 11:23:47.657696,At my home,"[""My spouse/partner""]",At my home,Food Truck / Street Market ,"[""Watching TV""]",It was premade / ready to eat,"[""Other meat"", ""Pork"", ""Plain rice""]","[""I like the taste""]","[""Nothing""]",Dinner
127,340,6917406614.0,South Africa,2019-07-04 14:04:36.018774,At school / work,"[""Colleagues""]",At school / work,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Biscuits""]","[""I was hungry""]","[""Fruit""]",Snack
128,341,767094774.0,South Africa,2019-02-01 12:27:45.742433,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Nothing""]",Someone else prepared it,"[""Bread/ roll/ baguette"", ""Fried potatoes/ sweet potatoes""]","[""It's my habit / routine""]","[""Other dishes""]",Breakfast
129,343,6544912311.0,South Africa,2019-07-02 17:38:28.773181,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits with filling""]","[""I was hungry"", ""Convenient""]","[""Biscuits / cookies""]",Treat
130,346,25493189316.0,South Africa,2019-02-15 08:21:00.149549,On the go / outdoors,"[""Friends""]",On the go / outdoors,I had it at home / brought it from home,"[""Listening to music""]",Someone else prepared it,"[""Plain rice""]","[""It's a healthy choice""]","[""Nothing""]",Lunch
131,348,6660139122.0,South Africa,2019-06-27 05:31:44.721377,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Savoury pastry""]","[""Energy boost"", ""It's a healthy choice""]","[""Nothing""]",Breakfast
132,349,615796608.0,South Africa,2019-06-10 17:24:04.085981,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Sweet breads / buns""]","[""It's my favourite""]","[""Meat""]",Lunch
133,350,3447481622.0,South Africa,2019-04-11 17:27:33.962374,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Apples and pears""]","[""It's a healthy choice""]","[""Pizza""]",Snack
134,353,1460183645.0,South Africa,2019-07-16 17:37:00.095634,At someone else's home,"[""Other family members""]",At someone else's home,Supermarket / Hypermarket / Grocery Store ,"[""Nothing""]",It was premade / ready to eat,"[""Biscuits""]","[""It was all I had""]","[""Nothing""]",Treat
135,356,375319980.0,South Africa,2019-01-09 20:27:02.251032,On the go / outdoors,"[""My children"", ""Other family members""]",On the go / outdoors,Cafe / restaurant,"[""Nothing""]",,"[""Beans"", ""Noodles"", ""Chicken""]","[""Convenient"", ""It's my favourite""]","[""Nothing""]",Lunch
136,357,6209864035.0,South Africa,2019-08-23 14:05:30.688858,At my home,"[""My spouse/partner"", ""My children"", ""Other family members""]",At my home,Convenience Store / Small local supermarket,"[""Watching TV""]",It was premade / ready to eat,"[""Bread/ roll/ baguette""]","[""Convenient"", ""I like the taste""]","[""Nothing""]",Snack
137,359,4824157250.0,South Africa,2019-05-22 16:03:43.916266,At my home,"[""My children""]",At my home,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Sweet pies/ tarts""]","[""I like the taste""]","[""Water""]",Treat
138,365,561921312.0,South Africa,2019-01-24 22:50:29.443973,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Shopping""]",It was premade / ready to eat,"[""Chicken"", ""Stone fruit"", ""Bread/ roll/ baguette""]","[""I wanted to treat myself"", ""I wanted a snack""]","[""Nothing""]",Treat
139,367,2959679448.0,South Africa,2019-04-29 10:04:33.470363,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Porridge/ oatmeal""]","[""Personal dietary requirement""]","[""Curry / stew / soup""]",Snack
140,369,5094551262.0,South Africa,2019-05-23 17:57:07.555366,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Biscuits""]","[""It's my favourite""]","[""Coffee""]",Snack
141,370,2778456075.0,South Africa,2019-02-22 08:28:03.854733,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Talking to someone""]",I prepared it myself from scratch,"[""Cereal""]","[""Easy to prepare"", ""It's a healthy choice""]","[""Breads""]",Breakfast
142,371,1460183645.0,South Africa,2019-08-23 05:59:31.016691,At school / work,"[""Alone""]",At school / work,,"[""Nothing""]",Someone else prepared it,"[""Sandwich/ bagel""]","[""It's a healthy choice""]","[""Nothing""]",Breakfast
143,372,6138527813.0,South Africa,2019-07-18 07:14:50.970259,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""I was hungry""]","[""Pizza""]",Snack
144,373,1057899384.0,South Africa,2019-05-21 14:42:04.605191,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Working / studying""]",It was premade / ready to eat,"[""Biscuits""]","[""It's my favourite""]","[""Confectionery""]",Snack
145,375,6100648100.0,South Africa,2019-05-22 21:54:06.005996,At my home,"[""Alone""]",At my home,Ice cream / frozen yogurt store,"[""Watching TV""]",It was premade / ready to eat,"[""Citrus fruit""]","[""It's a healthy choice""]","[""Nothing""]",Treat
146,378,6179686845.0,South Africa,2019-06-25 15:19:31.257540,At my home,"[""Alone""]",At my home,Convenience Store / Small local supermarket,"[""Watching TV""]",It was premade / ready to eat,"[""Meaty snacks ""]","[""It's a healthy choice""]","[""Rice / pasta / grains / pulses""]",Snack
147,380,3080965784.0,South Africa,2019-02-10 19:30:42.904167,At my home,"[""Other family members""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Soft cheese/ cheese spread"", ""Sandwich/ bagel""]","[""It's light / not filling""]","[""Nothing""]",Treat
148,383,3074175780.0,South Africa,2019-05-03 15:36:32.848831,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""I like the taste""]","[""Nothing""]",Treat
149,384,3175654468.0,South Africa,2019-05-18 05:45:40.065391,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""It's my habit / routine""]","[""Breads""]",Breakfast
150,390,5197781694.0,South Africa,2019-06-06 10:10:31.206123,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Vegetable curry"", ""Chicken""]","[""I like the taste""]","[""Meat""]",Dinner
151,391,2679153318.0,South Africa,2019-01-30 18:40:51.762351,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",I prepared it myself from scratch,"[""Other grains""]","[""It was all I had""]","[""Nothing""]",Dinner
152,393,3142619040.0,South Africa,2019-01-31 19:17:04.845538,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""It's what I wanted""]","[""Nothing""]",Treat
153,397,5237033200.0,South Africa,2019-06-11 05:19:44.814709,At school / work,"[""Colleagues""]",At school / work,,"[""Browsing social media""]",Leftovers,"[""Sweet breads / buns""]","[""I wanted a snack""]","[""Nothing""]",Other
154,398,4991753304.0,South Africa,2019-05-28 20:11:26.711957,At my home,"[""Other family members""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Spending time with family""]",It was premade / ready to eat,"[""Plain yoghurt (sweet)""]","[""I like the taste""]","[""Nothing""]",Snack
155,399,5637241157.0,South Africa,2019-05-29 07:22:36.463526,At my home,"[""My spouse/partner""]",At my home,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Cereal""]","[""Personal dietary requirement""]","[""Sweet pastry / baked goods"", ""Hot tea"", ""Other dishes""]",Breakfast
156,400,3711748152.0,South Africa,2019-05-01 04:00:48.137038,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Crackers/ wafers""]","[""I like the taste""]","[""Juice / juice drinks"", ""Sweet pastry / baked goods""]",Snack
157,401,1601878159.0,South Africa,2019-02-04 16:14:39.498781,At my home,"[""Other family members""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",Someone else prepared it,"[""Chilled soup""]","[""It's light / not filling""]","[""Nothing""]",Dinner
